!!!ObjTables DocumentName='' Name='' ObjTablesVersion='1.0' Date='2021-4-5' schema='SBtab' objTablesVersion='1.0.1'
!!ObjTables TableID='compartment' Document='Escherichia_coli_iCH360' TableType='Compartment' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compartment' name='Compartment' objTablesVersion='1.0.1'
!ID	!Name	!Size	!Unit	!SBOTerm
c	cytosol	nan		
e	extracellular space	nan		
p	periplasm	nan		

!!ObjTables TableID='compound' Document='Escherichia_coli_iCH360' TableType='Compound' SBtabVersion='1.0' schema='SBtab' type='Data' tableFormat='row' class='Compound' name='Compound' objTablesVersion='1.0.1'
!ID	!Name	!Location	!IsConstant	!SBOTerm	!InitialConcentration	!hasOnlySubstanceUnits	!SBML:fbc:chemicalFormula	!SBML:fbc:charge	!Identifiers:biocyc	!Identifiers:obo.chebi	!Identifiers:hmdb	!Identifiers:bigg.metabolite	!Identifiers:inchikey	!Identifiers:kegg.compound	!Identifiers:metanetx.chemical	!Identifiers:reactome	!Identifiers:sabiork.compound	!Identifiers:seed.compound	!Identifiers:kegg_compound	!Identifiers:envipath/650babc9-9d68-4b73-9332-11972ca26f7b/compound	!Identifiers:envipath/32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound	!Identifiers:kegg.drug	!Identifiers:envipath/4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound	!Identifiers:lipidmaps	!Identifiers:envipath/5882df9c-dae1-4d80-a40e-db4724271456/compound	!Identifiers:seed_compound	!Identifiers:slm	!Identifiers:sabiork	!Identifiers:kegg_glycan	!Identifiers:metanetx_chemical	!Identifiers:reactome_compound
R_G5SADs	L-glutamate 5-semialdehyde dehydratase (spontaneous)	M_glu5sa_c <=> M_1pyr5c_c + M_h2o_c + M_h_c				SBO:0000176	False	G_s0001	cobra_0_bound	cobra_default_ub	META:SPONTPRO-RXN		28236	G5SADs		MNXR99897		rxn02374	R03314					R-HSA-70667
R_AKGDH	2-Oxogluterate dehydrogenase	M_akg_c + M_coa_c + M_nad_c <=> M_co2_c + M_nadh_c + M_succoa_c				SBO:0000176	False	(G_b0727 and G_b0116 and G_b0726)	cobra_0_bound	cobra_default_ub	META:2OXOGLUTARATEDEH-RXN		27787	AKGDH	1.2.4.2	MNXR95655	8163	rxn08094	R08549	R-GGA-71401				
R_ATPPRT	ATP phosphoribosyltransferase	M_atp_c + M_prpp_c <=> M_ppi_c + M_prbatp_c				SBO:0000176	False	G_b2019	cobra_0_bound	cobra_default_ub	META:ATPPHOSPHORIBOSYLTRANS-RXN		18474	ATPPRT	2.4.2.17			rxn00789	R01071		MNXR96132			
R_HISTD	Histidinol dehydrogenase	M_h2o_c + M_histd_c + 2.0 M_nad_c <=> 3.0 M_h_c + M_his__L_c + 2.0 M_nadh_c				SBO:0000176	False	G_b2020	cobra_0_bound	cobra_default_ub	META:RXN-8001	R01158	20644	HISTD	1.1.1.23	MNXR100587	1398	rxn00859						
R_DHDPS	Dihydrodipicolinate synthase	M_aspsa_c + M_pyr_c <=> M_23dhdp_c + 2.0 M_h2o_c + M_h_c				SBO:0000176	False	G_b2478	cobra_0_bound	cobra_default_ub			14845	DHDPS		MNXR125801	2256	rxn01644						
R_IGPDH	Imidazoleglycerol-phosphate dehydratase	M_eig3p_c <=> M_h2o_c + M_imacp_c				SBO:0000176	False	G_b2022	cobra_0_bound	cobra_default_ub	META:IMIDPHOSDEHYD-RXN		11042	IGPDH	4.2.1.19			rxn02473	R03457		MNXR100813			
R_PRPPS	Phosphoribosylpyrophosphate synthetase	M_atp_c + M_r5p_c <=> M_amp_c + M_h_c + M_prpp_c				SBO:0000176	True	G_b1207	cobra_default_lb	cobra_default_ub				PRPPS	2.7.6.1						MNXR103215			
R_PRATPP	Phosphoribosyl-ATP pyrophosphatase	M_h2o_c + M_prbatp_c <=> M_h_c + M_ppi_c + M_prbamp_c				SBO:0000176	False	G_b2026	cobra_0_bound	cobra_default_ub	META:HISTPRATPHYD-RXN		22831	PRATPP	3.6.1.31			rxn02834	R04035		MNXR103155			
R_GLUN	Glutaminase	M_gln__L_c + M_h2o_c <=> M_glu__L_c + M_nh4_c				SBO:0000176	False	(G_b0485 or G_b1524)	cobra_0_bound	cobra_default_ub	META:GLUTAMIN-RXN		15890	GLUN	3.5.1.38	MNXR100030	762	rxn00189	R00256	R-CFA-70609				
R_PRMICI	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	M_prfp_c <=> M_prlp_c				SBO:0000176	True	G_b2024	cobra_default_lb	cobra_default_ub	META:PRIBFAICARPISOM-RXN		15470	PRMICI	5.3.1.16			rxn03175	R04640		MNXR103169			
R_GLUPRT	Glutamine phosphoribosyldiphosphate amidotransferase	M_gln__L_c + M_h2o_c + M_prpp_c <=> M_glu__L_c + M_ppi_c + M_pram_c				SBO:0000176	False	G_b2312	cobra_0_bound	cobra_default_ub	META:PRPPAMIDOTRANS-RXN		14907	GLUPRT	2.4.2.14	MNXR100287	114	rxn00790	R01072	R-HSA-73815				
R_SERAT	Serine O-acetyltransferase	M_accoa_c + M_ser__L_c <=> M_acser_c + M_coa_c				SBO:0000176	True	G_b3607	cobra_default_lb	cobra_default_ub	META:SERINE-O-ACETTRAN-RXN		24561	SERAT	2.3.1.30	MNXR104275	986	rxn00423	R00586	R-MTU-936615				
R_CYSS	Cysteine synthase	M_acser_c + M_h2s_c <=> M_ac_c + M_cys__L_c + M_h_c				SBO:0000176	False	(G_b2421 or G_b2414)	cobra_0_bound	cobra_default_ub	META:ACSERLY-RXN	R00897	14832	CYSS	2.5.1.65	MNXR97007	1220	rxn00649						
R_BPNT	3',5'-bisphosphate nucleotidase	M_h2o_c + M_pap_c <=> M_amp_c + M_pi_c				SBO:0000176	False	G_b4214	cobra_0_bound	cobra_default_ub	META:325-BISPHOSPHATE-NUCLEOTIDASE-RXN		10042	BPNT	3.1.3.97	MNXR96321	736	rxn11357	R00188	R-MMU-176606				
R_PAPSR	Phosphoadenylyl-sulfate reductase (thioredoxin)	M_paps_c + M_trdrd_c <=> 2.0 M_h_c + M_pap_c + M_so3_c + M_trdox_c				SBO:0000176	False	((G_b2582 and G_b2762) or (G_b3781 and G_b2762))	cobra_0_bound	cobra_default_ub	META:1.8.4.8-RXN			PAPSR	1.8.4.8	MNXR102376			R02021			rxn05239		
R_ASPK	Aspartate kinase	M_asp__L_c + M_atp_c <=> M_4pasp_c + M_adp_c				SBO:0000176	True	(G_b0002 or G_b3940 or G_b4024)	cobra_default_lb	cobra_default_ub	META:ASPARTATEKIN-RXN	R00480	23778	ASPK	2.7.2.4	MNXR96085	912	rxn00337						
R_ASAD	Aspartate-semialdehyde dehydrogenase	M_aspsa_c + M_nadp_c + M_pi_c <=> M_4pasp_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b3433	cobra_default_lb	cobra_default_ub	META:ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	R02291	24287	ASAD	1.2.1.11	MNXR96039	2255	rxn01643						
R_DAPDC	Diaminopimelate decarboxylase	M_26dap__M_c + M_h_c <=> M_co2_c + M_lys__L_c				SBO:0000176	False	G_b2838	cobra_0_bound	cobra_default_ub	META:DIAMINOPIMDECARB-RXN		15103	DAPDC	4.1.1.20			rxn00313	R00451		MNXR97141			
R_OCBT	Ornithine carbamoyltransferase	M_cbp_c + M_orn_c <=> M_citr__L_c + M_h_c + M_pi_c				SBO:0000176	True	(G_b4254 or G_b0273)	cobra_default_lb	cobra_default_ub	META:ORNCARBAMTRANSFER-RXN		19515	OCBT	2.1.3.3	MNXR102137	98	rxn01019	R01398	R-SCE-70560				
R_GARFT	Phosphoribosylglycinamide formyltransferase	M_10fthf_c + M_gar_c <=> M_fgam_c + M_h_c + M_thf_c				SBO:0000176	True	G_b2500	cobra_default_lb	cobra_default_ub			15056	GARFT	2.1.2.2	MNXR99623			R04325					
R_PHETA1	Phenylalanine transaminase	M_akg_c + M_phe__L_c <=> M_glu__L_c + M_phpyr_c				SBO:0000176	True	(G_b4054 or G_b0928 or G_b3770)	cobra_default_lb	cobra_default_ub	META:RXN-10814	R00694	25154	PHETA1	2.6.1.1	MNXR126234	1074	rxn00493						
R_PPND	Prephenate dehydrogenase	M_nad_c + M_pphn_c <=> M_34hpp_c + M_co2_c + M_nadh_c				SBO:0000176	False	G_b2600	cobra_0_bound	cobra_default_ub	META:PREPHENATEDEHYDROG-RXN	R01728	13871	PPND	1.3.1.12	MNXR103121	1839	rxn01268						
R_PRAMPC	Phosphoribosyl-AMP cyclohydrolase	M_h2o_c + M_prbamp_c <=> M_prfp_c				SBO:0000176	False	G_b2026	cobra_0_bound	cobra_default_ub	META:HISTCYCLOHYD-RXN		20052	PRAMPC	3.5.4.19			rxn02835	R04037		MNXR103154			
R_GLYCK2	Glycerate kinase	M_atp_c + M_glyc__R_c <=> M_2pg_c + M_adp_c + M_h_c				SBO:0000176	False	G_b3124	cobra_0_bound	cobra_default_ub	META:GKI-RXN	R08572	27377	GLYCK2	2.7.1.165	MNXR100329	11393	rxn08647						
R_ACOTA	Acetylornithine transaminase	M_acorn_c + M_akg_c <=> M_acg5sa_c + M_glu__L_c				SBO:0000176	True	(G_b1748 or G_b3359 or G_b2662 or G_b1302)	cobra_default_lb	cobra_default_ub	META:ACETYLORNTRANSAM-RXN	R02283	18049	ACOTA	2.6.1.11	MNXR95388	2248	rxn01637						
R_SULR	Sulfite reductase (NADPH2)	5.0 M_h_c + 3.0 M_nadph_c + M_so3_c <=> 3.0 M_h2o_c + M_h2s_c + 3.0 M_nadp_c				SBO:0000176	False	(G_b2764 and G_b2763)	cobra_0_bound	cobra_default_ub	META:SULFITE-REDUCT-RXN		13801	SULR	1.8.1.2			rxn00623	R00858		MNXR104650			
R_PRAGSr	Phosphoribosylglycinamide synthase	M_atp_c + M_gly_c + M_pram_c <=> M_adp_c + M_gar_c + M_h_c + M_pi_c				SBO:0000176	True	G_b4005	cobra_default_lb	cobra_default_ub	META:GLYRIBONUCSYN-RXN			PRAGSr	6.3.4.13	MNXR103139			R04144			rxn02895		
R_PRFGS	Phosphoribosylformylglycinamidine synthase	M_atp_c + M_fgam_c + M_gln__L_c + M_h2o_c <=> M_adp_c + M_fpram_c + M_glu__L_c + M_h_c + M_pi_c				SBO:0000176	False	G_b2557	cobra_0_bound	cobra_default_ub			17130	PRFGS	6.3.5.3	MNXR138721				R-OSA-73812				
R_PSERT	Phosphoserine transaminase	M_3php_c + M_glu__L_c <=> M_akg_c + M_pser__L_c				SBO:0000176	False	G_b0907	cobra_0_bound	cobra_default_ub	META:PSERTRANSAM-RXN		14332	PSERT	2.6.1.52	MNXR103225	3893	rxn02914	R04173	R-SSC-977333				
R_AIRC2	Phosphoribosylaminoimidazole carboxylase	M_air_c + M_atp_c + M_hco3_c <=> M_5caiz_c + M_adp_c + M_h_c + M_pi_c				SBO:0000176	False	G_b0522	cobra_0_bound	cobra_default_ub			19317	AIRC2	6.3.4.18	MNXR95644								
R_GAPD	Glyceraldehyde-3-phosphate dehydrogenase	M_g3p_c + M_nad_c + M_pi_c <=> M_13dpg_c + M_h_c + M_nadh_c				SBO:0000176	True	G_b1779	cobra_default_lb	cobra_default_ub	META:GAPOXNPHOSPHN-RXN		10301	GAPD	1.2.1.59	MNXR100040	7844	rxn00781	R01061	R-BTA-70482				
R_GND	Phosphogluconate dehydrogenase	M_6pgc_c + M_nadp_c <=> M_co2_c + M_nadph_c + M_ru5p__D_c				SBO:0000176	False	G_b2029	cobra_0_bound	cobra_default_ub	META:RXN-9952		10119	GND	1.1.1.351	MNXR100389	108	rxn01115	R01528	R-CEL-71299				
R_G6PDH2r	Glucose 6-phosphate dehydrogenase	M_g6p_c + M_nadp_c <=> M_6pgl_c + M_h_c + M_nadph_c				SBO:0000176	True	G_b1852	cobra_default_lb	cobra_default_ub	META:GLU6PDEHYDROG-RXN	R00835	15844	G6PDH2r	1.1.1.49	MNXR99907	6509	rxn00604						
R_ME2	Malic enzyme (NADP)	M_mal__L_c + M_nadp_c <=> M_co2_c + M_nadph_c + M_pyr_c				SBO:0000176	False	G_b2463	cobra_0_bound	cobra_default_ub	META:MALIC-NADP-RXN	R00216	18253	ME2	1.1.1.40	MNXR101443	142	rxn00161						
R_ARGSL	Argininosuccinate lyase	M_argsuc_c <=> M_arg__L_c + M_fum_c				SBO:0000176	True	G_b3960	cobra_default_lb	cobra_default_ub	META:ARGSUCCINLYA-RXN		24023	ARGSL	4.3.2.1	MNXR138059	573	rxn00802	R01086	R-DME-70573				
R_CBPS	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	2.0 M_atp_c + M_gln__L_c + M_h2o_c + M_hco3_c <=> 2.0 M_adp_c + M_cbp_c + M_glu__L_c + 2.0 M_h_c + M_pi_c				SBO:0000176	False	(G_b0032 and G_b0033)	cobra_0_bound	cobra_default_ub	META:CARBPSYN-RXN		18634	CBPS	6.3.5.5	MNXR96485	203	rxn00414	R00575	R-DME-73577				
R_GLU5K	Glutamate 5-kinase	M_atp_c + M_glu__L_c <=> M_adp_c + M_glu5p_c				SBO:0000176	False	G_b0242	cobra_0_bound	cobra_default_ub	META:GLUTKIN-RXN	R00239	14879	GLU5K	2.7.2.11	MNXR100277	752	rxn00179						
R_IPPS	2-isopropylmalate synthase	M_3mob_c + M_accoa_c + M_h2o_c <=> M_3c3hmp_c + M_coa_c + M_h_c				SBO:0000176	False	G_b0074	cobra_0_bound	cobra_default_ub	META:2-ISOPROPYLMALATESYN-RXN		21526	IPPS	2.3.3.13			rxn00902	R01213		MNXR100879			
R_ACOATA	Acetyl-CoA ACP transacylase	M_ACP_c + M_accoa_c <=> M_acACP_c + M_coa_c				SBO:0000176	True	(G_b1094 and G_b1091)	cobra_default_lb	cobra_default_ub	META:ACP-S-ACETYLTRANSFER-RXN			ACOATA	2.3.1.41	MNXR95376			R01624			rxn05349		
R_ACtex	Acetate transport via diffusion (extracellular to periplasm)	M_ac_e <=> M_ac_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-567		27815	ACtex		MNXR95431	12184	rxn08063						
R_ACALDtex	Acetaldehyde transport via diffusion (extracellular to periplasm)	M_acald_e <=> M_acald_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				ACALDtex		MNXR95212		rxn08032		R-HSA-449872				
R_PSP_L	Phosphoserine phosphatase (L-serine)	M_h2o_c + M_pser__L_c <=> M_pi_c + M_ser__L_c				SBO:0000176	False	G_b4388	cobra_0_bound	cobra_default_ub	META:RXN0-5114		21209	PSP_L	3.1.3.3	MNXR103260	983	rxn00420	R00582	R-TGU-977324				
R_ADSK	Adenylyl-sulfate kinase	M_aps_c + M_atp_c <=> M_adp_c + M_h_c + M_paps_c				SBO:0000176	False	G_b2750	cobra_0_bound	cobra_default_ub	META:ADENYLYLSULFKIN-RXN		24153	ADSK	2.7.1.25	MNXR95159	237	rxn00361	R00509	R-BTA-174389				
R_SUCCt2_2pp	Succinate transport via proton symport (2 H) (periplasm)	2.0 M_h_p + M_succ_p <=> 2.0 M_h_c + M_succ_c				SBO:0000185	False	(G_b3528 or G_b0010)	cobra_0_bound	cobra_default_ub	META:TRANS-RXN-121		29303	SUCCt2_2pp		MNXR104620		rxn09269						
R_HSDy	Homoserine dehydrogenase (NADPH)	M_hom__L_c + M_nadp_c <=> M_aspsa_c + M_h_c + M_nadph_c				SBO:0000176	True	(G_b3940 or G_b0002)	cobra_default_lb	cobra_0_bound			15762	HSDy	1.1.1.3		1868	rxn01302	R01775		MNXR100734			
R_CYSTL	Cystathionine b-lyase	M_cyst__L_c + M_h2o_c <=> M_hcys__L_c + M_nh4_c + M_pyr_c				SBO:0000176	False	(G_b3008 or G_b1622)	cobra_0_bound	cobra_default_ub			13966	CYSTL	4.4.1.8	MNXR96469			R01286				1501	
R_SHSL1	O-succinylhomoserine lyase (L-cysteine)	M_cys__L_c + M_suchms_c <=> M_cyst__L_c + M_h_c + M_succ_c				SBO:0000176	False	G_b3939	cobra_0_bound	cobra_default_ub	META:O-SUCCHOMOSERLYASE-RXN		20397	SHSL1	2.5.1.48		3081		R03260		MNXR104380			
R_SULabcpp	Sulfate transport via ABC system (periplasm)	M_atp_c + M_h2o_c + M_so4_p <=> M_adp_c + M_h_c + M_pi_c + M_so4_c				SBO:0000185	False	((G_b2423 and G_b2424 and G_b2422 and G_b2425) or (G_b0764 and G_b0765 and G_b0763) or (G_b2422 and G_b2423 and G_b2424 and G_b3917))	cobra_0_bound	cobra_default_ub	META:ABC-70-RXN		10195#1	SULabcpp	3.6.3.25	MNXR104655		rxn05153						
R_GLUtex	L-glutamate transport via diffusion (extracellular to periplasm)	M_glu__L_e <=> M_glu__L_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-232			GLUtex		MNXR100301	12283			R-BTA-210439		rxn10917		
R_AKGt2rpp	2-oxoglutarate reversible transport via symport (periplasm)	M_akg_p + M_h_p <=> M_akg_c + M_h_c				SBO:0000185	True	G_b2587	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-23		29014	AKGt2rpp		MNXR95661		rxn09827						
R_XYLt2pp	D-xylose transport in via proton symport (periplasm)	M_h_p + M_xyl__D_p <=> M_h_c + M_xyl__D_c				SBO:0000185	False	G_b4031	cobra_0_bound	cobra_default_ub			28961	XYLt2pp		MNXR105271		rxn09384						
R_GLYCtex	Glycerol transport via diffusion (extracellular to periplasm)	M_glyc_e <=> M_glyc_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-131		29675	GLYCtex		MNXR100343		rxn08658		R-DRE-507871				
R_Htex	Proton transport via diffusion (extracellular to periplasm)	M_h_e <=> M_h_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:RXN-14452		34979	Htex		MNXR100765		rxn08730		R-DME-170026				
R_H2Otex	H2O transport via diffusion (extracellular to periplasm)	M_h2o_e <=> M_h2o_p				SBO:0000185	True	(G_b3875 or G_s0001 or G_b1319 or G_b0957 or G_b2215 or G_b0241 or G_b1377 or G_b0929)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-547		29670	H2Otex		MNXR98641		rxn05319		R-RNO-445714				
R_O2tpp	O2 transport via diffusion (periplasm)	M_o2_p <=> M_o2_c				SBO:0000185	True	G_s0001	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-474			O2tpp		MNXR102090		rxn09734						
R_PYRt2rpp	Pyruvate reversible transport via proton symport (periplasm)	M_h_p + M_pyr_p <=> M_h_c + M_pyr_c				SBO:0000185	True		cobra_default_lb	cobra_default_ub				PYRt2rpp		MNXR103385		rxn09217		R-GGA-372359				
R_THD2pp	NAD(P) transhydrogenase (periplasm)	M_h_p + M_nadh_c + M_nadp_c <=> M_h_c + M_nad_c + M_nadph_c				SBO:0000185	False	(G_b1602 and G_b1603)	cobra_0_bound	cobra_default_ub				THD2pp	1.6.1.1	MNXR104805		rxn09295						
R_TKT2	Transketolase	M_e4p_c + M_xu5p__D_c <=> M_f6p_c + M_g3p_c				SBO:0000176	True	(G_b2935 or G_b2465)	cobra_default_lb	cobra_default_ub	META:2TRANSKETO-RXN		27629	TKT2	2.2.1.1	MNXR104869			R01830					
R_ATPS4rpp	ATP synthase (four protons for one ATP) (periplasm)	M_adp_c + 4.0 M_h_p + M_pi_c <=> M_atp_c + M_h2o_c + 3.0 M_h_c				SBO:0000185	True	((G_b3739 and G_b3731 and G_b3733 and G_b3735 and G_b3734 and G_b3732 and G_b3738 and G_b3736 and G_b3737) or (G_b3731 and G_b3733 and G_b3735 and G_b3734 and G_b3732 and G_b3738 and G_b3736 and G_b3737))	cobra_default_lb	cobra_default_ub	META:ATPSYN-RXN			ATPS4rpp	3.6.3.14	MNXR96136		rxn10042						
R_CO2tpp	CO2 transporter via diffusion (periplasm)	M_co2_p <=> M_co2_c				SBO:0000185	True	G_s0001	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-545			CO2tpp		MNXR96810		rxn09860		R-ATH-1247649				
R_GK1	Guanylate kinase (GMP:ATP)	M_atp_c + M_gmp_c <=> M_adp_c + M_gdp_c				SBO:0000176	True	G_b3648	cobra_default_lb	cobra_default_ub	META:GUANYL-KIN-RXN	R00332	20781	GK1	2.7.4.8	MNXR100144	77	rxn00239						
R_GLCNtex	D-gluconate transport via diffusion (extracellular to periplasm)	M_glcn_e <=> M_glcn_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				GLCNtex		MNXR100210	13786	rxn08610						
R_GLNtex	L-glutamine transport via diffusion (extracellular to periplasm)	M_gln__L_e <=> M_gln__L_p				SBO:0000185	True	(G_b0929 or G_b1377 or G_b2215 or G_b0241)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN-233			GLNtex		MNXR100259	13421			R-SCE-212614		rxn10928		
R_O2tex	Oxygen transport via diffusion (extracellular to periplasm)	M_o2_e <=> M_o2_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-474			O2tex		MNXR102090		rxn09734						
R_D_LACtex	D-lactate transport via diffusion (extracellular to periplasm)	M_lac__D_e <=> M_lac__D_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				D_LACtex		MNXR97840	12471	rxn08351						
R_GLCtex_copy1	Glucose transport via diffusion (extracellular to periplasm)	M_glc__D_e <=> M_glc__D_p				SBO:0000176	False	G_b4036	cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-574			GLCtex		MNXR100188	601	rxn08617						
R_FUMt2_2pp	Fumarate transport via proton symport (2 H) (periplasm)	M_fum_p + 2.0 M_h_p <=> M_fum_c + 2.0 M_h_c				SBO:0000185	False	G_b3528	cobra_0_bound	cobra_default_ub	META:TRANS-RXN-121B		29331	FUMt2_2pp		MNXR99711		rxn10152						
R_PItex	Phosphate transport via diffusion (extracellular to periplasm)	M_pi_e <=> M_pi_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-470		32823	PItex		MNXR102871	10985	rxn13178						
R_CYTBDpp	Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)	4.0 M_h_c + M_o2_c + 2.0 M_q8h2_c <=> 2.0 M_h2o_c + 4.0 M_h_p + 2.0 M_q8_c				SBO:0000185	False	((G_b0978 and G_b0979) or (G_b0734 and G_b0733 and G_b4515))	cobra_0_bound	cobra_default_ub				CYTBDpp		MNXR97031		rxn08288						
R_CYTBD2pp	Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)	4.0 M_h_c + 2.0 M_mql8_c + M_o2_c <=> 2.0 M_h2o_c + 4.0 M_h_p + 2.0 M_mqn8_c				SBO:0000185	False	(G_b0978 and G_b0979)	cobra_0_bound	cobra_default_ub				CYTBD2pp		MNXR97032		rxn10806						
R_ACALDtpp	Acetaldehyde reversible transport (periplasm)	M_acald_p <=> M_acald_c				SBO:0000185	True	G_s0001	cobra_default_lb	cobra_default_ub				ACALDtpp		MNXR95212		rxn08032		R-HSA-449872				
R_ACt2rpp	Acetate reversible transport via proton symport (periplasm)	M_ac_p + M_h_p <=> M_ac_c + M_h_c				SBO:0000185	True	G_b0010	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-571			ACt2rpp		MNXR95429		rxn05488						
R_METS	Methionine synthase	M_5mthf_c + M_hcys__L_c <=> M_h_c + M_met__L_c + M_thf_c				SBO:0000176	False	(G_b4019 or G_b3829)	cobra_0_bound	cobra_default_ub			11172	METS	2.1.1.13	MNXR101481			R00946				1260	
R_EX_glyc__R_e	(R)-Glycerate exchange	M_glyc__R_e <=> 				SBO:0000627	False		cobra_0_bound	cobra_default_ub	META:TRANS-RXN0-523			EX_glyc__R_e		MNXR100323		rxn08645						
R_FRUtex	D-fructose transport via diffusion (extracellular to periplasm)	M_fru_e <=> M_fru_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				FRUtex		MNXR99663	13415	rxn08537		R-DDI-189222				
R_FUMtex	Fumarate transport via diffusion (extracellular to periplasm)	M_fum_e <=> M_fum_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-553			FUMtex		MNXR99715		rxn11013						
R_PRASCSi	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	M_5aizc_c + M_asp__L_c + M_atp_c <=> M_25aics_c + M_adp_c + M_h_c + M_pi_c				SBO:0000176	False	G_b2476	cobra_0_bound	cobra_default_ub	META:SAICARSYN-RXN		22630	PRASCSi	6.3.2.6				R04591		MNXR108987			R-SSC-73805
R_MTHFC	Methenyltetrahydrofolate cyclohydrolase	M_h2o_c + M_methf_c <=> M_10fthf_c + M_h_c				SBO:0000176	True	G_b0529	cobra_default_lb	cobra_default_ub		R01655	23703	MTHFC	1.5.1.15	MNXR101748	74	rxn01211		R-XTR-6801462				
R_MTHFD	Methylenetetrahydrofolate dehydrogenase (NADP)	M_mlthf_c + M_nadp_c <=> M_methf_c + M_nadph_c				SBO:0000176	True	G_b0529	cobra_default_lb	cobra_default_ub			22812	MTHFD	1.5.1.5	MNXR101749			R01220					
R_XYLtex	D-xylose transport via diffusion (extracellular to periplasm)	M_xyl__D_e <=> M_xyl__D_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub				XYLtex		MNXR105270		rxn09650						
R_FORtppi	Formate transport via diffusion (cytoplasm to periplasm)	M_for_c <=> M_for_p				SBO:0000185	False	(G_b0904 or G_b2492)	cobra_0_bound	cobra_default_ub	META:TRANS-RXN-1		29679	FORtppi		MNXR99620		rxn08526		R-HSA-6803255			12483	
R_PYRtex	Pyruvate transport via diffusion (extracellular to periplasm)	M_pyr_e <=> M_pyr_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-570			PYRtex		MNXR103384	12168	rxn09218						
R_SO4tex	Sulfate transport via diffusion (extracellular to periplasm)	M_so4_e <=> M_so4_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub			34985	SO4tex		MNXR104469		rxn05238		R-DME-8875871				
R_SUCCtex	Succinate transport via diffusion (extracellular to periplasm)	M_succ_e <=> M_succ_p				SBO:0000185	True	(G_b0241 or G_b0929 or G_b1377 or G_b2215)	cobra_default_lb	cobra_default_ub	META:TRANS-RXN0-552			SUCCtex		MNXR104619		rxn09271						
R_GRXR	Glutaredoxin reductase	M_grxox_c + 2.0 M_gthrd_c <=> M_grxrd_c + M_gthox_c				SBO:0000176	False	(G_b1064 or G_b3610 or G_b1654 or G_b0849)	cobra_0_bound	cobra_default_ub				GRXR	1.8.4.2	MNXR100431		rxn08670						
R_RNDR1b	Ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)	M_adp_c + M_grxrd_c <=> M_dadp_c + M_grxox_c + M_h2o_c				SBO:0000176	False	((G_b2675 and G_b2676 and G_b1064) or (G_b2675 and G_b2676 and G_b3610) or (G_b0849 and G_b2675 and G_b2676) or (G_b2675 and G_b2676 and G_b1654))	cobra_0_bound	cobra_default_ub				RNDR1b		MNXR104061		rxn09231						
