!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
concentration	M_3pg_c		mM	NaN	NaN	NaN	0.001	10	C00197	
concentration	M_ctp_c		mM	NaN	NaN	NaN	0.001	10	C00063	
concentration	M_dadp_c		mM	NaN	NaN	NaN	0.001	10	C00206	
concentration	M_xu5p__D_c		mM	NaN	NaN	NaN	0.001	10	C00231	
concentration	M_aspsa_c		mM	NaN	NaN	NaN	0.001	10	C00441	
concentration	M_the2eACP_c		mM	NaN	NaN	NaN	0.001	10	C05748	
concentration	M_t3c9palmeACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_accoa_c		mM	NaN	NaN	NaN	0.001	10	C00024	
concentration	M_arg__L_c		mM	NaN	NaN	NaN	0.001	10	C00062	
concentration	M_26dap_LL_c		mM	NaN	NaN	NaN	0.001	10	C00666	
concentration	M_asp__L_c		mM	NaN	NaN	NaN	0.001	10	C00049	
concentration	M_acg5sa_c		mM	NaN	NaN	NaN	0.001	10	C01250	
concentration	M_hexACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_skm_c		mM	NaN	NaN	NaN	0.001	10	C00493	
concentration	M_imp_c		mM	NaN	NaN	NaN	0.001	10	C00130	
concentration	M_o2_c		mM	NaN	NaN	NaN	0.001	10	C00007	
concentration	M_ocdcea_c		mM	NaN	NaN	NaN	0.001	10	C00712	
concentration	M_h_p		mM	NaN	NaN	NaN	0.001	10	C00080	
concentration	M_succ_p		mM	NaN	NaN	NaN	0.001	10	C00042	
concentration	M_phpyr_c		mM	NaN	NaN	NaN	0.001	10	C00166	
concentration	M_fru_e		mM	NaN	NaN	NaN	0.001	10	C00095	
concentration	M_pyr_e		mM	NaN	NaN	NaN	0.001	10	C00022	
concentration	M_5mthf_c		mM	NaN	NaN	NaN	0.001	10	C00440	
concentration	M_nad_c		mM	NaN	NaN	NaN	1	1	C00003	
concentration	M_tdeACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3ocvac11eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3hoctaACP_c		mM	NaN	NaN	NaN	0.001	10	C16220	
concentration	M_ocdca_c		mM	NaN	NaN	NaN	0.001	10	C01530	
concentration	M_adp_c		mM	NaN	NaN	NaN	0.60461237	0.60461237	C00008	
concentration	M_mal__L_c		mM	NaN	NaN	NaN	0.001	10	C00149	
concentration	M_g3p_c		mM	NaN	NaN	NaN	0.001	10	C00118	
concentration	M_etoh_c		mM	NaN	NaN	NaN	0.001	10	C00469	
concentration	M_so3_c		mM	NaN	NaN	NaN	0.001	10	C00094	
concentration	M_met__L_c		mM	NaN	NaN	NaN	0.001	10	C00073	
concentration	M_aicar_c		mM	NaN	NaN	NaN	0.001	10	C04677	
concentration	M_5aizc_c		mM	NaN	NaN	NaN	0.001	10	C04751	
concentration	M_ac_e		mM	NaN	NaN	NaN	0.001	10	C00033	
concentration	M_glx_c		mM	NaN	NaN	NaN	0.001	10	C00048	
concentration	M_etoh_e		mM	NaN	NaN	NaN	0.001	10	C00469	
concentration	M_glcn_p		mM	NaN	NaN	NaN	0.001	10	C00257	
concentration	M_air_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_6pgc_c		mM	NaN	NaN	NaN	0.001	10	C00345	
concentration	M_nh4_c		mM	NaN	NaN	NaN	0.001	10	C01342	
concentration	M_tdec2eACP_c		mM	NaN	NaN	NaN	0.001	10	C05754	
concentration	M_hdeACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_pi_c		mM	NaN	NaN	NaN	10	10	C00009	
concentration	M_argsuc_c		mM	NaN	NaN	NaN	0.001	10	C03406	
concentration	M_nh4_p		mM	NaN	NaN	NaN	0.001	10	C01342	
concentration	M_chor_c		mM	NaN	NaN	NaN	0.001	10	C00251	
concentration	M_hom__L_c		mM	NaN	NaN	NaN	0.001	10	C00263	
concentration	M_dgdp_c		mM	NaN	NaN	NaN	0.001	10	C00361	
concentration	M_q8h2_c		mM	NaN	NaN	NaN	1	1		
concentration	M_3odecACP_c		mM	NaN	NaN	NaN	0.001	10	C05753	
concentration	M_tyr__L_c		mM	NaN	NaN	NaN	0.001	10	C00082	
concentration	M_cys__L_c		mM	NaN	NaN	NaN	0.001	10	C00097	
concentration	M_xylu__D_c		mM	NaN	NaN	NaN	0.001	10	C00310	
concentration	M_h2s_c		mM	NaN	NaN	NaN	0.001	10	C00283	
concentration	M_e4p_c		mM	NaN	NaN	NaN	0.001	10	C00279	
concentration	M_trp__L_c		mM	NaN	NaN	NaN	0.001	10	C00078	
concentration	M_acser_c		mM	NaN	NaN	NaN	0.001	10	C00979	
concentration	M_lys__L_c		mM	NaN	NaN	NaN	0.001	10	C00047	
concentration	M_dudp_c		mM	NaN	NaN	NaN	0.001	10	C01346	
concentration	M_atp_c		mM	NaN	NaN	NaN	3.4491395	3.4491395	C00002	
concentration	M_indole_c		mM	NaN	NaN	NaN	0.001	10	C00463	
concentration	M_eig3p_c		mM	NaN	NaN	NaN	0.001	10	C04666	
concentration	M_26dap__M_c		mM	NaN	NaN	NaN	0.001	10	C00680	
concentration	M_thf_c		mM	NaN	NaN	NaN	0.001	10	C00101	
concentration	M_orot5p_c		mM	NaN	NaN	NaN	0.001	10	C01103	
concentration	M_h_e		mM	NaN	NaN	NaN	0.001	10	C00080	
concentration	M_gln__L_p		mM	NaN	NaN	NaN	0.001	10	C00064	
concentration	M_glyc_p		mM	NaN	NaN	NaN	0.001	10	C00116	
concentration	M_5caiz_c		mM	NaN	NaN	NaN	0.001	10	C15667	
concentration	M_mal__L_p		mM	NaN	NaN	NaN	0.001	10	C00149	
concentration	M_3hcpalm9eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3ocpalm9eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_butACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_dttp_c		mM	NaN	NaN	NaN	0.001	10	C00459	
concentration	M_ttdca_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_lac__D_e		mM	NaN	NaN	NaN	0.001	10	C00256	
concentration	M_trdox_c		mM	NaN	NaN	NaN	0.001	10	C00343	
concentration	M_3ig3p_c		mM	NaN	NaN	NaN	0.001	10	C03506	
concentration	M_sl26da_c		mM	NaN	NaN	NaN	0.001	10	C04421	
concentration	M_3hoctACP_c		mM	NaN	NaN	NaN	0.001	10	C04620	
concentration	M_dctp_c		mM	NaN	NaN	NaN	0.001	10	C00458	
concentration	M_toctd2eACP_c		mM	NaN	NaN	NaN	0.001	10	C16221	
concentration	M_grxrd_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_ru5p__D_c		mM	NaN	NaN	NaN	0.001	10	C00199	
concentration	M_23dhmb_c		mM	NaN	NaN	NaN	0.001	10	C04272	
concentration	M_pran_c		mM	NaN	NaN	NaN	0.001	10	C04302	
concentration	M_glcn_c		mM	NaN	NaN	NaN	0.001	10	C00257	
concentration	M_paps_c		mM	NaN	NaN	NaN	0.001	10	C00053	
concentration	M_utp_c		mM	NaN	NaN	NaN	0.001	10	C00075	
concentration	M_dhor__S_c		mM	NaN	NaN	NaN	0.001	10	C00337	
concentration	M_glyc_e		mM	NaN	NaN	NaN	0.001	10	C00116	
concentration	M_4mop_c		mM	NaN	NaN	NaN	0.001	10	C00233	
concentration	M_fdp_c		mM	NaN	NaN	NaN	0.001	10	C00354	
concentration	M_dtmp_c		mM	NaN	NaN	NaN	0.001	10	C00364	
concentration	M_gdp_c		mM	NaN	NaN	NaN	0.001	10	C00035	
concentration	M_o2_p		mM	NaN	NaN	NaN	0.001	10	C00007	
concentration	M_datp_c		mM	NaN	NaN	NaN	0.001	10	C00131	
concentration	M_ppi_c		mM	NaN	NaN	NaN	0.001	10	C00013	
concentration	M_nadp_c		mM	NaN	NaN	NaN	0.1	0.1	C00006	
concentration	M_glu__L_c		mM	NaN	NaN	NaN	0.001	10	C00025	
concentration	M_fum_c		mM	NaN	NaN	NaN	0.001	10	C00122	
concentration	M_akg_p		mM	NaN	NaN	NaN	0.001	10	C00026	
concentration	M_acorn_c		mM	NaN	NaN	NaN	0.001	10	C00437	
concentration	M_glu5sa_c		mM	NaN	NaN	NaN	0.001	10	C01165	
concentration	M_ile__L_c		mM	NaN	NaN	NaN	0.001	10	C00407	
concentration	M_ocACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3dhq_c		mM	NaN	NaN	NaN	0.001	10	C00944	
concentration	M_hisp_c		mM	NaN	NaN	NaN	0.001	10	C01100	
concentration	M_so4_e		mM	NaN	NaN	NaN	0.001	10	C00059	
concentration	M_glu__L_e		mM	NaN	NaN	NaN	0.001	10	C00025	
concentration	M_cbp_c		mM	NaN	NaN	NaN	0.001	10	C00169	
concentration	M_3mob_c		mM	NaN	NaN	NaN	0.001	10	C00141	
concentration	M_suchms_c		mM	NaN	NaN	NaN	0.001	10	C01118	
concentration	M_tpalm2eACP_c		mM	NaN	NaN	NaN	0.001	10	C05763	
concentration	M_3hpalmACP_c		mM	NaN	NaN	NaN	0.001	10	C04633	
concentration	M_gln__L_c		mM	NaN	NaN	NaN	0.001	10	C00064	
concentration	M_3c3hmp_c		mM	NaN	NaN	NaN	0.001	10	C02504	
concentration	M_anth_c		mM	NaN	NaN	NaN	0.001	10	C00108	
concentration	M_pap_c		mM	NaN	NaN	NaN	0.001	10	C00054	
concentration	M_xmp_c		mM	NaN	NaN	NaN	0.001	10	C00655	
concentration	M_2cpr5p_c		mM	NaN	NaN	NaN	0.001	10	C01302	
concentration	M_rib__D_p		mM	NaN	NaN	NaN	0.001	10	C00121	
concentration	M_xyl__D_p		mM	NaN	NaN	NaN	0.001	10	C00181	
concentration	M_octeACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3hhexACP_c		mM	NaN	NaN	NaN	0.001	10	C05747	
concentration	M_t3c5ddeceACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_co2_p		mM	NaN	NaN	NaN	0.001	10	C00011	
concentration	M_ala__L_c		mM	NaN	NaN	NaN	0.001	10	C00041	
concentration	M_hco3_c		mM	NaN	NaN	NaN	0.001	10	C00288	
concentration	M_phe__L_c		mM	NaN	NaN	NaN	0.001	10	C00079	
concentration	M_mlthf_c		mM	NaN	NaN	NaN	0.001	10	C00143	
concentration	M_t3c7mrseACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_t3c11vaceACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_1pyr5c_c		mM	NaN	NaN	NaN	0.001	10	C03912	
concentration	M_acald_p		mM	NaN	NaN	NaN	0.001	10	C00084	
concentration	M_2ippm_c		mM	NaN	NaN	NaN	0.001	10	C02631	
concentration	M_3psme_c		mM	NaN	NaN	NaN	0.001	10	C01269	
concentration	M_imacp_c		mM	NaN	NaN	NaN	0.001	10	C01267	
concentration	M_3c2hmp_c		mM	NaN	NaN	NaN	0.001	10	C04411	
concentration	M_pser__L_c		mM	NaN	NaN	NaN	0.001	10	C01005	
concentration	M_ocdcaACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_gmp_c		mM	NaN	NaN	NaN	0.001	10	C00144	
concentration	M_3dhsk_c		mM	NaN	NaN	NaN	0.001	10	C02637	
concentration	M_acACP_c		mM	NaN	NaN	NaN	0.001	10	C03939	
concentration	M_h2o_c		mM	NaN	NaN	NaN	1	1	C00001	
concentration	M_alac__S_c		mM	NaN	NaN	NaN	0.001	10	C06010	
concentration	M_dcdp_c		mM	NaN	NaN	NaN	0.001	10	C00705	
concentration	M_gly_c		mM	NaN	NaN	NaN	0.001	10	C00037	
concentration	M_flxso_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_malcoa_c		mM	NaN	NaN	NaN	0.001	10	C00083	
concentration	M_fru_p		mM	NaN	NaN	NaN	0.001	10	C00095	
concentration	M_xyl__D_e		mM	NaN	NaN	NaN	0.001	10	C00181	
concentration	M_phom_c		mM	NaN	NaN	NaN	0.001	10	C01102	
concentration	M_glc__D_e		mM	NaN	NaN	NaN	0.001	10	C00031	
concentration	M_nh4_e		mM	NaN	NaN	NaN	0.001	10	C01342	
concentration	M_f6p_c		mM	NaN	NaN	NaN	0.001	10	C05345	
concentration	M_pphn_c		mM	NaN	NaN	NaN	0.001	10	C00254	
concentration	M_prlp_c		mM	NaN	NaN	NaN	0.001	10	C04916	
concentration	M_s7p_c		mM	NaN	NaN	NaN	0.001	10	C05382	
concentration	M_prfp_c		mM	NaN	NaN	NaN	0.001	10	C04896	
concentration	M_tmrs2eACP_c		mM	NaN	NaN	NaN	0.001	10	C05760	
concentration	M_o2_e		mM	NaN	NaN	NaN	0.001	10	C00007	
concentration	M_succ_e		mM	NaN	NaN	NaN	0.001	10	C00042	
concentration	M_mql8_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_glyc__R_c		mM	NaN	NaN	NaN	0.001	10	C00258	
concentration	M_g6p_c		mM	NaN	NaN	NaN	0.001	10	C00092	
concentration	M_trdrd_c		mM	NaN	NaN	NaN	0.001	10	C00342	
concentration	M_methf_c		mM	NaN	NaN	NaN	0.001	10	C00445	
concentration	M_ddcaACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_prpp_c		mM	NaN	NaN	NaN	0.001	10	C00119	
concentration	M_histd_c		mM	NaN	NaN	NaN	0.001	10	C00860	
concentration	M_for_p		mM	NaN	NaN	NaN	0.001	10	C00058	
concentration	M_orot_c		mM	NaN	NaN	NaN	0.001	10	C00295	
concentration	M_glc__D_p		mM	NaN	NaN	NaN	0.001	10	C00031	
concentration	M_q8_c		mM	NaN	NaN	NaN	0.1	0.1	C17569	
concentration	M_orn_c		mM	NaN	NaN	NaN	0.001	10	C00077	
concentration	M_dcaACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3hcddec5eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_tddec2eACP_c		mM	NaN	NaN	NaN	0.001	10	C05758	
concentration	M_hdca_c		mM	NaN	NaN	NaN	0.001	10	C00249	
concentration	M_fgam_c		mM	NaN	NaN	NaN	0.001	10	C04376	
concentration	M_cit_c		mM	NaN	NaN	NaN	0.001	10	C00158	
concentration	M_skm5p_c		mM	NaN	NaN	NaN	0.001	10	C03175	
concentration	M_oaa_c		mM	NaN	NaN	NaN	0.001	10	C00036	
concentration	M_23dhmp_c		mM	NaN	NaN	NaN	0.001	10	C06007	
concentration	M_fprica_c		mM	NaN	NaN	NaN	0.001	10	C04734	
concentration	M_glcn_e		mM	NaN	NaN	NaN	0.001	10	C00257	
concentration	M_ac_p		mM	NaN	NaN	NaN	0.001	10	C00033	
concentration	M_his__L_c		mM	NaN	NaN	NaN	0.001	10	C00135	
concentration	M_so4_c		mM	NaN	NaN	NaN	0.001	10	C00059	
concentration	M_6pgl_c		mM	NaN	NaN	NaN	0.001	10	C01236	
concentration	M_2dda7p_c		mM	NaN	NaN	NaN	0.001	10	C04691	
concentration	M_sl2a6o_c		mM	NaN	NaN	NaN	0.001	10	C04462	
concentration	M_gtp_c		mM	NaN	NaN	NaN	0.001	10	C00044	
concentration	M_so4_p		mM	NaN	NaN	NaN	0.001	10	C00059	
concentration	M_succ_c		mM	NaN	NaN	NaN	0.001	10	C00042	
concentration	M_aps_c		mM	NaN	NaN	NaN	0.001	10	C00224	
concentration	M_thdp_c		mM	NaN	NaN	NaN	0.001	10	C03972	
concentration	M_cdp_c		mM	NaN	NaN	NaN	0.001	10	C00112	
concentration	M_glyc__R_e		mM	NaN	NaN	NaN	0.001	10	C00258	
concentration	M_nadph_c		mM	NaN	NaN	NaN	0.11389157	0.11389157	C00005	
concentration	M_acglu_c		mM	NaN	NaN	NaN	0.001	10	C00624	
concentration	M_3hddecACP_c		mM	NaN	NaN	NaN	0.001	10	C05757	
concentration	M_2obut_c		mM	NaN	NaN	NaN	0.001	10	C00109	
concentration	M_cddec5eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_glyc_c		mM	NaN	NaN	NaN	0.001	10	C00116	
concentration	M_val__L_c		mM	NaN	NaN	NaN	0.001	10	C00183	
concentration	M_pro__L_c		mM	NaN	NaN	NaN	0.001	10	C00148	
concentration	M_cbasp_c		mM	NaN	NaN	NaN	0.001	10	C00438	
concentration	M_mqn8_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_lac__D_p		mM	NaN	NaN	NaN	0.001	10	C00256	
concentration	M_malACP_c		mM	NaN	NaN	NaN	0.001	10	C01209	
concentration	M_3hdecACP_c		mM	NaN	NaN	NaN	0.001	10	C04619	
concentration	M_cdec3eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3hcmrs7eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_glu__L_p		mM	NaN	NaN	NaN	0.001	10	C00025	
concentration	M_3oddecACP_c		mM	NaN	NaN	NaN	0.001	10	C05756	
concentration	M_glyc__R_p		mM	NaN	NaN	NaN	0.001	10	C00258	
concentration	M_3ooctdACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_but2eACP_c		mM	NaN	NaN	NaN	0.001	10	C04246	
concentration	M_ddca_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_pyr_c		mM	NaN	NaN	NaN	0.001	10	C00022	
concentration	M_dump_c		mM	NaN	NaN	NaN	0.001	10	C00365	
concentration	M_acon_C_c		mM	NaN	NaN	NaN	0.001	10	C00417	
concentration	M_ocdcap_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_grxox_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_icit_c		mM	NaN	NaN	NaN	0.001	10	C00311	
concentration	M_lac__D_c		mM	NaN	NaN	NaN	0.001	10	C00256	
concentration	M_nadh_c		mM	NaN	NaN	NaN	0.001	10	C00004	
concentration	M_amp_c		mM	NaN	NaN	NaN	0.001	10	C00020	
concentration	M_3php_c		mM	NaN	NaN	NaN	0.001	10	C03232	
concentration	M_dtdp_c		mM	NaN	NaN	NaN	0.001	10	C00363	
concentration	M_dhf_c		mM	NaN	NaN	NaN	0.001	10	C00415	
concentration	M_for_c		mM	NaN	NaN	NaN	0.001	10	C00058	
concentration	M_pi_e		mM	NaN	NaN	NaN	0.001	10	C00009	
concentration	M_3opalmACP_c		mM	NaN	NaN	NaN	0.001	10	C05762	
concentration	M_3hcvac11eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_coa_c		mM	NaN	NaN	NaN	1	1	C00010	
concentration	M_asn__L_c		mM	NaN	NaN	NaN	0.001	10	C00152	
concentration	M_udp_c		mM	NaN	NaN	NaN	0.001	10	C00015	
concentration	M_leu__L_c		mM	NaN	NaN	NaN	0.001	10	C00123	
concentration	M_25aics_c		mM	NaN	NaN	NaN	0.001	10	C04823	
concentration	M_3omrsACP_c		mM	NaN	NaN	NaN	0.001	10	C05759	
concentration	M_acald_c		mM	NaN	NaN	NaN	0.001	10	C00084	
concentration	M_3hmrsACP_c		mM	NaN	NaN	NaN	0.001	10	C04688	
concentration	M_pram_c		mM	NaN	NaN	NaN	0.001	10	C03090	
concentration	M_ocdceap_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3c4mop_c		mM	NaN	NaN	NaN	0.001	10	C04236	
concentration	M_hcys__L_c		mM	NaN	NaN	NaN	0.001	10	C00155	
concentration	M_mal__L_e		mM	NaN	NaN	NaN	0.001	10	C00149	
concentration	M_co2_c		mM	NaN	NaN	NaN	0.01	0.01	C00011	
concentration	M_pi_p		mM	NaN	NaN	NaN	0.001	10	C00009	
concentration	M_fum_e		mM	NaN	NaN	NaN	0.001	10	C00122	
concentration	M_acald_e		mM	NaN	NaN	NaN	0.001	10	C00084	
concentration	M_etoh_p		mM	NaN	NaN	NaN	0.001	10	C00469	
concentration	M_gthox_c		mM	NaN	NaN	NaN	0.001	10	C00127	
concentration	M_gar_c		mM	NaN	NaN	NaN	0.001	10	C03838	
concentration	M_3haACP_c		mM	NaN	NaN	NaN	0.001	10	C01271	
concentration	M_3ooctACP_c		mM	NaN	NaN	NaN	0.001	10	C05750	
concentration	M_3ocmrs7eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_acg5p_c		mM	NaN	NaN	NaN	0.001	10	C04133	
concentration	M_4pasp_c		mM	NaN	NaN	NaN	0.001	10	C03082	
concentration	M_glu5p_c		mM	NaN	NaN	NaN	0.001	10	C03287	
concentration	M_h2o_e		mM	NaN	NaN	NaN	0.001	10	C00001	
concentration	M_23dhdp_c		mM	NaN	NaN	NaN	0.001	10	C03340	
concentration	M_3mop_c		mM	NaN	NaN	NaN	0.001	10	C00671	
concentration	M_dgtp_c		mM	NaN	NaN	NaN	0.001	10	C00286	
concentration	M_rib__D_e		mM	NaN	NaN	NaN	0.001	10	C00121	
concentration	M_dcamp_c		mM	NaN	NaN	NaN	0.001	10	C03794	
concentration	M_myrsACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_ACP_c		mM	NaN	NaN	NaN	0.001	10	C00229	
concentration	M_palmACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_succoa_c		mM	NaN	NaN	NaN	0.001	10	C00091	
concentration	M_xyl__D_c		mM	NaN	NaN	NaN	0.001	10	C00181	
concentration	M_for_e		mM	NaN	NaN	NaN	0.001	10	C00058	
equilibrium constant		R_NDPK5	dimensionless	0.48967665	0.78549593	0.98521783	1e-15	1e+35		R01857
equilibrium constant		R_SHK3Dr	dimensionless	0.013931779	0.016019411	0.0090923048	1e-15	1e+35		R02413
equilibrium constant		R_NDPK6	dimensionless	1.8687374	2.13522	1.1802488	1e-15	1e+35		R02331
equilibrium constant		R_NDPK8	dimensionless	0.38132044	0.45461889	0.29511558	1e-15	1e+35		R01137
equilibrium constant		R_DHORTS	dimensionless	18930.096	23882.277	18369.859	1e-15	1e+35		R01993
equilibrium constant		R_OMPDC	dimensionless	9481.3066	3948152.9	1.6440631e+09	1e-15	1e+35		R00965
equilibrium constant		R_G5SD	dimensionless	21.625508	26.7733	19.541748	1e-15	1e+35		R03313
equilibrium constant		R_CS	dimensionless	6.172465e+09	6.2704639e+09	1.1217934e+09	1e-15	1e+35		R00351
equilibrium constant		R_ICDHyr	dimensionless	112.77399	258.10165	531.33707	1e-15	1e+35		R00267
equilibrium constant		R_ACALD	dimensionless	4197.3915	4719.1437	2425.0122	1e-15	1e+35		R00228
equilibrium constant		R_PPA	dimensionless	7.6501054e+08	7.6726086e+08	58893288	1e-15	1e+35		R00004
equilibrium constant		R_PPCK	dimensionless	13.731072	30.316455	59.675692	1e-15	1e+35		R00341
equilibrium constant		R_ME1	dimensionless	7.5887733	16.755043	32.981058	1e-15	1e+35		R00214
equilibrium constant		R_ALATA_L	dimensionless	0.93749554	0.95916886	0.20743584	1e-15	1e+35		R00258
equilibrium constant		R_XYLK	dimensionless	22030298	30806060	30110962	1e-15	1e+35		R01639
equilibrium constant		R_RBK	dimensionless	1.3697524e+08	1.9217462e+08	1.8911148e+08	1e-15	1e+35		
equilibrium constant		R_GLYK	dimensionless	825950.42	1174441.2	1187218.1	1e-15	1e+35		R00847
equilibrium constant		R_ASPTA	dimensionless	0.31801931	0.32565477	0.071788452	1e-15	1e+35		R00355
equilibrium constant		R_FBP	dimensionless	118175.23	122842.85	34865.511	1e-15	1e+35		
equilibrium constant		R_EX_pi_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_PYK	dimensionless	24.26982	24.620667	4.2014985	1e-15	1e+35		R00200
equilibrium constant		R_EX_co2_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_GTHOr	dimensionless	161.22212	169.40374	54.649539	1e-15	1e+35		R00115
equilibrium constant		R_ILETA	dimensionless	10.936821	29.972107	76.474192	1e-15	1e+35		R02199
equilibrium constant		R_DHORD5	dimensionless	1052.1301	8176.1471	63008.921	1e-15	1e+35		
equilibrium constant		R_VALTA	dimensionless	0.4996536	1.3308995	3.2857323	1e-15	1e+35		R01214
equilibrium constant		R_IPPMIb	dimensionless	1.170375	1.5748312	1.4178562	1e-15	1e+35		R03968
equilibrium constant		R_ORPT	dimensionless	4.4845188	5.1565094	2.926734	1e-15	1e+35		R01870
equilibrium constant		R_ACHBS	dimensionless	1.6070208	11.42624	80.435328	1e-15	1e+35		R08648
equilibrium constant		R_DHAD2	dimensionless	2950234.2	3460309	2120912.6	1e-15	1e+35		R05070
equilibrium constant		R_ACLS	dimensionless	54.162599	168.00592	493.31023	1e-15	1e+35		R00226
equilibrium constant		R_TRPS2	dimensionless	753356.42	834306.96	397021.91	1e-15	1e+35		R00674
equilibrium constant		R_PSCVT	dimensionless	771.20754	1186.0371	1385.7484	1e-15	1e+35		R03460
equilibrium constant		R_PFL	dimensionless	2955.0311	3540.0658	2335.2473	1e-15	1e+35		R00212
equilibrium constant		R_ANS	dimensionless	1.2882211e+25	1.3812268e+27	1.4808829e+29	1e-15	1e+35		R00986
equilibrium constant		R_FRD2	dimensionless	1017064.4	9660697.8	91253246	1e-15	1e+35		
equilibrium constant		R_ANPRT	dimensionless	1.0088732e+11	2.9301686e+11	7.990029e+11	1e-15	1e+35		R01073
equilibrium constant		R_CHORM	dimensionless	3.3621387e+08	1.938134e+09	1.100315e+10	1e-15	1e+35		R01715
equilibrium constant		R_PTAr	dimensionless	0.030274824	0.031205426	0.0077964769	1e-15	1e+35		R00230
equilibrium constant		R_CHORS	dimensionless	9.5888642e+10	3.1630511e+11	9.94287e+11	1e-15	1e+35		R01714
equilibrium constant		R_IGPS	dimensionless	4.8886371e+12	9.2368665e+13	1.7428196e+15	1e-15	1e+35		R03508
equilibrium constant		R_ACKr	dimensionless	0.0035404453	0.0036286661	0.00081509307	1e-15	1e+35		R00315
equilibrium constant		R_LEUTAi	dimensionless	1.1377886	1.3940366	0.98686931	1e-15	1e+35		R01090
equilibrium constant		R_EX_glcn_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_h_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_gln__L_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_glyc_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_ac_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_akg_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_pyr_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_succ_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_rib__D_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_fum_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_glu__L_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_ENO	dimensionless	4.6503235	4.6845016	0.56899406	1e-15	1e+35		R00658
equilibrium constant		R_FBA	dimensionless	0.087607904	0.089633252	0.019384646	1e-15	1e+35		R01068
equilibrium constant		R_HCO3E	dimensionless	25721.665	56218.239	109257.54	1e-15	1e+35		R10092
equilibrium constant		R_IMPC	dimensionless	0.00036981138	0.0041086323	0.045461934	1e-15	1e+35		R01127
equilibrium constant		R_IMPD	dimensionless	1.2966678	4.7050452	16.411434	1e-15	1e+35		R01130
equilibrium constant		R_PPS	dimensionless	7.3655051e+09	7.5168609e+09	1.5316852e+09	1e-15	1e+35		R00199
equilibrium constant		R_PGI	dimensionless	0.34474024	0.34881447	0.053785519	1e-15	1e+35		
