!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
concentration	M_3dhsk_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_acACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_h2o_c		mM	NaN	NaN	NaN	1	1	compou	
concentration	M_alac__S_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dcdp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_gly_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_flxso_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_malcoa_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_fru_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_xyl__D_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_phom_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_glc__D_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_nh4_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_f6p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_pphn_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_prlp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_s7p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_prfp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_tmrs2eACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_o2_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_succ_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_mql8_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_glyc__R_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_g6p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_trdrd_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_methf_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_ddcaACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_prpp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_histd_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_for_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_orot_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_glc__D_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_q8_c		mM	NaN	NaN	NaN	0.1	0.1	compou	
concentration	M_orn_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dcaACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3hcddec5eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_tddec2eACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_hdca_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_fgam_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_cit_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_skm5p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_oaa_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_23dhmp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_fprica_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_glcn_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_ac_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_his__L_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_so4_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_6pgl_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_2dda7p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_sl2a6o_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_gtp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_so4_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_succ_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_aps_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_thdp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_cdp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_glyc__R_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_nadph_c		mM	NaN	NaN	NaN	0.11389157	0.11389157	compou	
concentration	M_acglu_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3hddecACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_2obut_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_cddec5eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_glyc_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_val__L_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_pro__L_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_cbasp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_mqn8_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_lac__D_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_malACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3hdecACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_cdec3eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3hcmrs7eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_glu__L_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3oddecACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_glyc__R_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3ooctdACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_but2eACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_ddca_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_pyr_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dump_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_acon_C_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_ocdcap_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_grxox_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_icit_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_lac__D_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_nadh_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_amp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3php_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dtdp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dhf_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_for_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_pi_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3opalmACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3hcvac11eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_coa_c		mM	NaN	NaN	NaN	1	1	compou	
concentration	M_asn__L_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_udp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_leu__L_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_25aics_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3omrsACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_acald_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3hmrsACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_pram_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_ocdceap_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_3c4mop_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_hcys__L_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_mal__L_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_co2_c		mM	NaN	NaN	NaN	0.01	0.01	compou	
concentration	M_pi_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_fum_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_acald_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_etoh_p		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_gthox_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_gar_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3haACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3ooctACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3ocmrs7eACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_acg5p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_4pasp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_glu5p_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_h2o_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_23dhdp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_3mop_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dgtp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_rib__D_e		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_dcamp_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_myrsACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_ACP_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_palmACP_c		mM	NaN	NaN	NaN	0.001	10		
concentration	M_succoa_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_xyl__D_c		mM	NaN	NaN	NaN	0.001	10	compou	
concentration	M_for_e		mM	NaN	NaN	NaN	0.001	10	compou	
equilibrium constant		R_NDPK5	dimensionless	0.48967665	0.78549593	0.98521783	1e-15	1e+35		
equilibrium constant		R_SHK3Dr	dimensionless	0.013931779	0.016019411	0.0090923048	1e-15	1e+35		
equilibrium constant		R_NDPK6	dimensionless	1.8687374	2.13522	1.1802488	1e-15	1e+35		
equilibrium constant		R_NDPK8	dimensionless	0.38132044	0.45461889	0.29511558	1e-15	1e+35		
equilibrium constant		R_DHORTS	dimensionless	18.930096	23.882277	18.369859	1e-15	1e+35		
equilibrium constant		R_OMPDC	dimensionless	9481.3066	3948152.9	1.6440631e+09	1e-15	1e+35		
equilibrium constant		R_G5SD	dimensionless	21.625508	26.7733	19.541748	1e-15	1e+35		
equilibrium constant		R_CS	dimensionless	6172465	6270463.9	1121793.4	1e-15	1e+35		
equilibrium constant		R_ICDHyr	dimensionless	112.77399	258.10165	531.33707	1e-15	1e+35		
equilibrium constant		R_ACALD	dimensionless	4197.3915	4719.1437	2425.0122	1e-15	1e+35		
equilibrium constant		R_PPA	dimensionless	765010.54	767260.86	58893.288	1e-15	1e+35		
equilibrium constant		R_PPCK	dimensionless	13.731072	30.316455	59.675692	1e-15	1e+35		
equilibrium constant		R_ME1	dimensionless	7.5887733	16.755043	32.981058	1e-15	1e+35		
equilibrium constant		R_ALATA_L	dimensionless	0.93749554	0.95916886	0.20743584	1e-15	1e+35		
equilibrium constant		R_XYLK	dimensionless	22030298	30806060	30110962	1e-15	1e+35		
equilibrium constant		R_RBK	dimensionless	1.3697524e+08	1.9217462e+08	1.8911148e+08	1e-15	1e+35		
equilibrium constant		R_GLYK	dimensionless	825950.42	1174441.2	1187218.1	1e-15	1e+35		
equilibrium constant		R_ASPTA	dimensionless	0.31801931	0.32565477	0.071788452	1e-15	1e+35		
equilibrium constant		R_FBP	dimensionless	118.17523	122.84285	34.865511	1e-15	1e+35		
equilibrium constant		R_EX_pi_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_PYK	dimensionless	24.26982	24.620667	4.2014985	1e-15	1e+35		
equilibrium constant		R_EX_co2_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_GTHOr	dimensionless	161.22212	169.40374	54.649539	1e-15	1e+35		
equilibrium constant		R_ILETA	dimensionless	10.936821	29.972107	76.474192	1e-15	1e+35		
equilibrium constant		R_DHORD5	dimensionless	1052.1301	8176.1471	63008.921	1e-15	1e+35		
equilibrium constant		R_VALTA	dimensionless	0.4996536	1.3308995	3.2857323	1e-15	1e+35		
equilibrium constant		R_IPPMIb	dimensionless	0.001170375	0.0015748312	0.0014178562	1e-15	1e+35		
equilibrium constant		R_ORPT	dimensionless	4.4845188	5.1565094	2.926734	1e-15	1e+35		
equilibrium constant		R_ACHBS	dimensionless	1.6070208	11.42624	80.435328	1e-15	1e+35		
equilibrium constant		R_DHAD2	dimensionless	2.9502342e+09	3.460309e+09	2.1209126e+09	1e-15	1e+35		
equilibrium constant		R_ACLS	dimensionless	54.162599	168.00592	493.31023	1e-15	1e+35		
equilibrium constant		R_TRPS2	dimensionless	7.5335642e+08	8.3430696e+08	3.9702191e+08	1e-15	1e+35		
equilibrium constant		R_PSCVT	dimensionless	771.20754	1186.0371	1385.7484	1e-15	1e+35		
equilibrium constant		R_PFL	dimensionless	2955.0311	3540.0658	2335.2473	1e-15	1e+35		
equilibrium constant		R_ANS	dimensionless	1.2882211e+25	1.3812268e+27	1.4808829e+29	1e-15	1e+35		
equilibrium constant		R_FRD2	dimensionless	1017064.4	9660697.8	91253246	1e-15	1e+35		
equilibrium constant		R_ANPRT	dimensionless	1.0088732e+11	2.9301686e+11	7.990029e+11	1e-15	1e+35		
equilibrium constant		R_CHORM	dimensionless	3.3621387e+08	1.938134e+09	1.100315e+10	1e-15	1e+35		
equilibrium constant		R_PTAr	dimensionless	0.030274824	0.031205426	0.0077964769	1e-15	1e+35		
equilibrium constant		R_CHORS	dimensionless	9.5888642e+10	3.1630511e+11	9.94287e+11	1e-15	1e+35		
equilibrium constant		R_IGPS	dimensionless	4.8886371e+15	9.2368665e+16	1.7428196e+18	1e-15	1e+35		
equilibrium constant		R_ACKr	dimensionless	0.0035404453	0.0036286661	0.00081509307	1e-15	1e+35		
equilibrium constant		R_LEUTAi	dimensionless	1.1377886	1.3940366	0.98686931	1e-15	1e+35		
equilibrium constant		R_EX_glcn_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_h_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_gln__L_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_glyc_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_ac_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_akg_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_pyr_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_succ_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_rib__D_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_fum_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_glu__L_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_ENO	dimensionless	4650.3235	4684.5016	568.99406	1e-15	1e+35		
equilibrium constant		R_FBA	dimensionless	0.087607904	0.089633252	0.019384646	1e-15	1e+35		
equilibrium constant		R_HCO3E	dimensionless	25.721665	56.218239	109.25754	1e-15	1e+35		
equilibrium constant		R_IMPC	dimensionless	3.6981138e-07	4.1086323e-06	4.5461934e-05	1e-15	1e+35		
equilibrium constant		R_IMPD	dimensionless	0.0012966678	0.0047050452	0.016411434	1e-15	1e+35		
equilibrium constant		R_PPS	dimensionless	7365505.1	7516860.9	1531685.2	1e-15	1e+35		
equilibrium constant		R_PGI	dimensionless	0.34474024	0.34881447	0.053785519	1e-15	1e+35		
equilibrium constant		R_PGK	dimensionless	0.00037582699	0.00038179392	6.8303381e-05	1e-15	1e+35		
equilibrium constant		R_PGL	dimensionless	27950.135	34974.826	26308.54	1e-15	1e+35		
equilibrium constant		R_RPE	dimensionless	3.9255665	4.3715363	2.1421393	1e-15	1e+35		
equilibrium constant		R_DHQTi	dimensionless	8448.2734	11972.334	12021.728	1e-15	1e+35		
equilibrium constant		R_IPMD	dimensionless	1.8270158	1.9786776	0.82278757	1e-15	1e+35		
equilibrium constant		R_AIRC3	dimensionless	241915.34	4661322.8	89695215	1e-15	1e+35		
equilibrium constant		R_TALA	dimensionless	1.4611032	1.7176403	1.0615836	1e-15	1e+35		
equilibrium constant		R_ADSL2r	dimensionless	0.065524655	0.13175286	0.22983471	1e-15	1e+35		
equilibrium constant		R_TKT1	dimensionless	1.8314229	2.8924573	3.5358391	1e-15	1e+35		
equilibrium constant		R_RNDR1	dimensionless	3.0371675e+10	9.4783648e+10	2.8020291e+11	1e-15	1e+35		
equilibrium constant		R_ALCD2x	dimensionless	0.6855272	0.69126265	0.089605735	1e-15	1e+35		
equilibrium constant		R_RNDR3	dimensionless	8.8385271e+09	1.7857039e+10	3.1348483e+10	1e-15	1e+35		
equilibrium constant		R_RNDR4	dimensionless	2.0208049e+10	3.2415963e+10	4.0658116e+10	1e-15	1e+35		
equilibrium constant		R_TMDS	dimensionless	85647223	1.7303853e+08	3.0377352e+08	1e-15	1e+35		
equilibrium constant		R_EX_glc__D_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_DHAD1	dimensionless	2.9502342e+09	3.460309e+09	2.1209126e+09	1e-15	1e+35		
equilibrium constant		R_IPPMIa	dimensionless	4448.4836	5967.2558	5335.241	1e-15	1e+35		
equilibrium constant		R_MDH	dimensionless	0.022771968	0.022939334	0.0027862825	1e-15	1e+35		
equilibrium constant		R_FUM	dimensionless	0.0039733618	0.0039987887	0.00045311053	1e-15	1e+35		
equilibrium constant		R_EX_fru_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_EX_xyl__D_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_KARA1	dimensionless	1.8344008	1.9931519	0.84696437	1e-15	1e+35		
equilibrium constant		R_KARA2	dimensionless	0.54513715	0.59231393	0.25169622	1e-15	1e+35		
equilibrium constant		R_EX_for_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_ACCOAC	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_KAS14	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_ARGSS	dimensionless	1.1034477	5.7741473	29.658239	1e-15	1e+35		
equilibrium constant		R_AGPR	dimensionless	0.16411108	0.20317651	0.1482979	1e-15	1e+35		
equilibrium constant		R_ICL	dimensionless	21.313963	24.720879	14.525256	1e-15	1e+35		
equilibrium constant		R_EX_acald_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_GLYCL	dimensionless	0.5535702	2.130633	7.9189595	1e-15	1e+35		
equilibrium constant		R_XYLI1	dimensionless	0.22753268	0.23384645	0.055470287	1e-15	1e+35		
equilibrium constant		R_PPC	dimensionless	11350087	24932839	48766048	1e-15	1e+35		
equilibrium constant		R_G3PT	dimensionless	188.69035	268.30391	271.22281	1e-15	1e+35		
equilibrium constant		R_SADT2	dimensionless	0.00037734612	0.00048973338	0.0004051425	1e-15	1e+35		
equilibrium constant		R_AACPS1	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_GHMT2r	dimensionless	59046.679	98586.011	131812.81	1e-15	1e+35		
equilibrium constant		R_DHORD2	dimensionless	8.4204009e+21	2.1938358e+23	5.7115677e+24	1e-15	1e+35		
equilibrium constant		R_SDPDS	dimensionless	0.039351084	0.12280651	0.36304512	1e-15	1e+35		
equilibrium constant		R_EX_lac__D_e	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_UMPK	dimensionless	1.2687134	2.9036573	5.9775705	1e-15	1e+35		
equilibrium constant		R_CTPS2	dimensionless	4.699302e+09	8.249894e+09	1.1903832e+10	1e-15	1e+35		
equilibrium constant		R_NDPK7	dimensionless	0.19441006	0.3118554	0.39114843	1e-15	1e+35		
equilibrium constant		R_TRPS3	dimensionless	0.43632407	0.87733304	1.5304532	1e-15	1e+35		
equilibrium constant		R_ADK1	dimensionless	0.8753596	0.8771848	0.056675396	1e-15	1e+35		
equilibrium constant		R_NDPK2	dimensionless	1.1846248	1.3479697	0.73187159	1e-15	1e+35		
equilibrium constant		R_NDPK4	dimensionless	0.9565966	1.6722019	2.397592	1e-15	1e+35		
equilibrium constant		R_ACODA	dimensionless	17.818616	48.276853	121.5635	1e-15	1e+35		
equilibrium constant		R_ADSS	dimensionless	1258518.7	1820435.1	1902624	1e-15	1e+35		
equilibrium constant		R_ASNS2	dimensionless	31418808	88109552	2.3084732e+08	1e-15	1e+35		
equilibrium constant		R_ASPCT	dimensionless	8641197.5	17375177	30309921	1e-15	1e+35		
equilibrium constant		R_MCOATA	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_DAPE	dimensionless	1.9456625	3.912216	6.8246186	1e-15	1e+35		
equilibrium constant		R_DHDPRy	dimensionless	4.9723341	17.583323	59.640731	1e-15	1e+35		
equilibrium constant		R_HSK	dimensionless	8.0229432e+09	4.137227e+10	2.0929632e+11	1e-15	1e+35		
equilibrium constant		R_SDPTA	dimensionless	1.4493626	2.9142872	5.0837936	1e-15	1e+35		
equilibrium constant		R_THRS	dimensionless	139766.05	265715.96	429636	1e-15	1e+35		
equilibrium constant		R_HSST	dimensionless	175898.2	1971634.8	22011839	1e-15	1e+35		
equilibrium constant		R_PPNDH	dimensionless	2.1888e+14	7.3830422e+18	2.4903743e+23	1e-15	1e+35		
equilibrium constant		R_DTMPK	dimensionless	1.9535271	3.9280296	6.8522044	1e-15	1e+35		
equilibrium constant		R_NDPK1	dimensionless	2.9360523	3.3905449	1.9581871	1e-15	1e+35		
equilibrium constant		R_TRDR	dimensionless	0.022698095	0.027061184	0.017566752	1e-15	1e+35		
equilibrium constant		R_DDPA	dimensionless	1.0606138e+10	1.6622635e+10	2.0059888e+10	1e-15	1e+35		
equilibrium constant		R_MALS	dimensionless	5904559	8395852.1	8487191.3	1e-15	1e+35		
equilibrium constant		R_NADTRHD	dimensionless	1	1.00945	0.13910425	1e-15	1e+35		
equilibrium constant		R_G3PD2	dimensionless	0.10849139	0.11444035	0.038414068	1e-15	1e+35		
equilibrium constant		R_GMPS2	dimensionless	1000000	Inf	Inf	1e-15	1e+35		
equilibrium constant		R_AACPS3	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_P5CR	dimensionless	0.00046203713	0.0089027185	0.17131001	1e-15	1e+35		
equilibrium constant		R_G5SADs	dimensionless	2.6888231e+12	2.055702e+13	1.5581561e+14	1e-15	1e+35		
equilibrium constant		R_AKGDH	dimensionless	87534.345	297947.35	969391.48	1e-15	1e+35		
equilibrium constant		R_ATPPRT	dimensionless	24328364	Inf	Inf	1e-15	1e+35		
equilibrium constant		R_HISTD	dimensionless	1.0352893e+09	1.5572676e+09	1.7498138e+09	1e-15	1e+35		
equilibrium constant		R_DHDPS	dimensionless	2.8818388e+28	6.710576e+29	1.5611659e+31	1e-15	1e+35		
equilibrium constant		R_IGPDH	dimensionless	1.7406168e+10	2.3717451e+10	2.1951758e+10	1e-15	1e+35		
equilibrium constant		R_PRPPS	dimensionless	1533.5713	2137.414	2075.0947	1e-15	1e+35		
equilibrium constant		R_PRATPP	dimensionless	2.4328364e+10	Inf	Inf	1e-15	1e+35		
equilibrium constant		R_GLUN	dimensionless	326.5964	346.8533	124.04338	1e-15	1e+35		
equilibrium constant		R_PRMICI	dimensionless	51.687078	59.948965	35.224234	1e-15	1e+35		
equilibrium constant		R_GLUPRT	dimensionless	1.7044598e+11	3.1118311e+11	4.7532423e+11	1e-15	1e+35		
equilibrium constant		R_SERAT	dimensionless	13.220003	26.581953	46.37057	1e-15	1e+35		
equilibrium constant		R_CYSS	dimensionless	9.6353584e+11	8.9971998e+12	8.3529912e+13	1e-15	1e+35		
equilibrium constant		R_BPNT	dimensionless	22.066119	48.967553	97.006826	1e-15	1e+35		
equilibrium constant		R_PAPSR	dimensionless	3.1367805e+16	7.6849585e+17	1.8812081e+19	1e-15	1e+35		
equilibrium constant		R_ASPK	dimensionless	0.00014860909	0.00029881383	0.00052126222	1e-15	1e+35		
equilibrium constant		R_ASAD	dimensionless	17434.47	21995.39	16918.496	1e-15	1e+35		
equilibrium constant		R_DAPDC	dimensionless	517.28604	1604.5596	4711.4153	1e-15	1e+35		
equilibrium constant		R_OCBT	dimensionless	2.0421263e+08	4.1061793e+08	7.1629755e+08	1e-15	1e+35		
equilibrium constant		R_GARFT	dimensionless	457.22154	5864.906	75001.797	1e-15	1e+35		
equilibrium constant		R_PHETA1	dimensionless	1.032798	1.463613	1.4696514	1e-15	1e+35		
equilibrium constant		R_PPND	dimensionless	77370.323	2.4696496e+09	7.8830858e+13	1e-15	1e+35		
equilibrium constant		R_PRAMPC	dimensionless	24328.364	Inf	Inf	1e-15	1e+35		
equilibrium constant		R_GLYCK2	dimensionless	80555.213	83927.925	24539.356	1e-15	1e+35		
equilibrium constant		R_ACOTA	dimensionless	3.6653853	9.2347706	21.355394	1e-15	1e+35		
equilibrium constant		R_SULR	dimensionless	1.6542826e+13	9.9051734e+13	5.847517e+14	1e-15	1e+35		
equilibrium constant		R_PRAGSr	dimensionless	58950827	91344404	1.0811703e+08	1e-15	1e+35		
equilibrium constant		R_PRFGS	dimensionless	2.2084254	Inf	Inf	1e-15	1e+35		
equilibrium constant		R_PSERT	dimensionless	81.207754	82.167487	12.669833	1e-15	1e+35		
equilibrium constant		R_AIRC2	dimensionless	7.5396168e+12	1.3834893e+14	2.5348747e+15	1e-15	1e+35		
equilibrium constant		R_GAPD	dimensionless	0.62629188	0.6349167	0.10573247	1e-15	1e+35		
equilibrium constant		R_GND	dimensionless	15.623058	35.571073	72.759694	1e-15	1e+35		
equilibrium constant		R_G6PDH2r	dimensionless	15660.744	18046.03	10332.328	1e-15	1e+35		
equilibrium constant		R_ME2	dimensionless	7.5582222	16.858451	33.611514	1e-15	1e+35		
equilibrium constant		R_ARGSL	dimensionless	48652.271	340454.52	2357950.7	1e-15	1e+35		
equilibrium constant		R_CBPS	dimensionless	4.3141393e+08	7.6390728e+08	1.1162983e+09	1e-15	1e+35		
equilibrium constant		R_GLU5K	dimensionless	8.7891411e-06	1.3516786e-05	1.5792816e-05	1e-15	1e+35		
equilibrium constant		R_IPPS	dimensionless	43560.773	50523.716	29686.237	1e-15	1e+35		
equilibrium constant		R_ACOATA	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_ACtex	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_ACALDtex	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_PSP_L	dimensionless	65.576089	65.995732	7.4781048	1e-15	1e+35		
equilibrium constant		R_ADSK	dimensionless	1122277.4	20002305	3.5593869e+08	1e-15	1e+35		
equilibrium constant		R_SUCCt2_2pp	dimensionless	NaN	NaN	NaN	1e-15	1e+35		
equilibrium constant		R_HSDy	dimensionless	0.39287929	0.49702695	0.38513917	1e-15	1e+35		
equilibrium constant		R_CYSTL	dimensionless	807.51019	1467.7717	2227.8509	1e-15	1e+35		
